name,dexID,type1,type2,Ability 1,Ability 2,Hidden,weight (in lbs),baseStatTotal,baseHP,baseAtk,baseDef,baseSpAtk,baseSpDef,baseSpeed,gen9Legal,mostRecentUsageTier
Beartic,614,Ice,,Snow Cloak,Slush Rush,Swift Swim,573.2,505,95,130,80,70,80,50,TRUE,PU
Cryogonal,615,Ice,,Levitate,,,326.3,515,80,50,50,95,135,105,TRUE,RU
Shelmet,616,Bug,,Hydration,Shell Armor,Overcoat,17,305,50,40,85,40,65,25,FALSE,PU
Accelgor,617,Bug,,Hydration,Sticky Hold,Unburden,55.8,495,80,70,40,100,60,145,FALSE,PU
Stunfisk,618,Ground,Electric,Static,Limber,Sand Veil,24.3,471,109,66,84,81,99,32,FALSE,PU
GalarianStunfisk,618.1,Ground,Steel,Mimicry,,,45.2,471,109,81,99,66,84,32,FALSE,PU
Mienfoo,619,Fighting,,Inner Focus,Regenerator,Reckless,44.1,350,45,85,50,55,50,65,FALSE,PU
Mienshao,620,Fighting,,Inner Focus,Regenerator,Reckless,78.3,510,65,125,60,95,60,105,FALSE,OU
Druddigon,621,Dragon,,Rough Skin,Sheer Force,Mold Breaker,306.4,485,77,120,90,60,90,48,FALSE,PU
Golett,622,Ground,Ghost,Iron Fist,Klutz,No Guard,202.8,303,59,74,50,35,50,35,FALSE,PU
Golurk,623,Ground,Ghost,Iron Fist,Klutz,No Guard,727.5,483,89,124,80,55,80,55,FALSE,NU
Pawniard,624,Dark,Steel,Defiant,Inner Focus,Pressure,22.5,340,45,85,70,40,40,60,TRUE,PU
Bisharp,625,Dark,Steel,Defiant,Inner Focus,Pressure,154.3,490,65,125,100,60,70,70,TRUE,UU
Bouffalant,626,Normal,,Reckless,Sap Sipper,Soundproof,208.6,490,95,110,95,40,95,55,FALSE,PU
Rufflet,627,Normal,Flying,Keen Eye,Sheer Force,Hustle,23.1,350,70,83,50,37,50,60,TRUE,PU
Braviary,628,Normal,Flying,Keen Eye,Sheer Force,Defiant,90.4,510,100,123,75,57,75,80,TRUE,NU
HisuianBraviary,628.1,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,95.7,510,110,83,70,112,70,65,FALSE,
Vullaby,629,Dark,Flying,Big Pecks,Overcoat,Weak Armor,19.8,370,70,55,75,45,65,60,FALSE,PU
Mandibuzz,630,Dark,Flying,Big Pecks,Overcoat,Weak Armor,87.1,510,110,65,105,55,95,80,FALSE,UU
Heatmor,631,Fire,,Gluttony,Flash Fire,White Smoke,127.9,484,85,97,66,105,66,65,FALSE,PU
Durant,632,Bug,Steel,Swarm,Hustle,Truant,72.8,484,58,109,112,48,48,109,FALSE,UU
Deino,633,Dark,Dragon,Hustle,,,38.1,300,52,65,50,45,50,38,TRUE,PU
Zweilous,634,Dark,Dragon,Hustle,,,110.2,420,72,85,70,65,70,58,TRUE,PU
Hydreigon,635,Dark,Dragon,Levitate,,,352.7,600,92,105,90,125,90,98,TRUE,OU
Larvesta,636,Bug,Fire,Flame Body,,Swarm,63.5,360,55,85,55,50,55,60,TRUE,PU
Volcarona,637,Bug,Fire,Flame Body,,Swarm,101.4,550,85,60,65,135,105,100,TRUE,OU
Cobalion,638,Steel,Fighting,Justified,,,551.2,580,91,90,129,90,72,108,FALSE,UU
Terrakion,639,Rock,Fighting,Justified,,,573.2,580,91,129,90,72,90,108,FALSE,OU
Virizion,640,Grass,Fighting,Justified,,,440.9,580,91,90,72,90,129,108,FALSE,NU
Tornadus-Therian,641,Flying,,Regenerator,,,138.9,580,79,100,80,110,90,121,FALSE,OU
Tornadus-Incarnate,641.1,Flying,,Prankster,,Defiant,138.9,580,79,115,70,125,80,111,FALSE,NU
Thundurus-Therian,642,Electric,Flying,Volt Absorb,,,134.5,580,79,105,70,145,80,101,FALSE,UU
Thundurus-Incarnate,642.1,Electric,Flying,Prankster,,Defiant,134.5,580,79,115,70,125,80,111,FALSE,OU
Reshiram,643,Dragon,Fire,Turboblaze,,,727.5,680,100,120,100,150,120,90,FALSE,Uber
Zekrom,644,Dragon,Electric,Teravolt,,,760.6,680,100,150,120,120,100,90,FALSE,Uber
Landorus-Therian,645,Ground,Flying,Intimidate,,,149.9,600,89,145,90,105,80,91,FALSE,OU
Landorus-Incarnate,645.1,Ground,Flying,Sand Force,,Sheer Force,149.9,600,89,125,90,115,80,101,FALSE,Uber
Kyurem,646,Dragon,Ice,Pressure,,,716.5,660,125,130,90,130,90,95,FALSE,Uber
BlackKyurem,646.1,Dragon,Ice,Teravolt,,,716.5,700,125,170,100,120,90,95,FALSE,Uber
WhiteKyurem,646.2,Dragon,Ice,Turboblaze,,,716.5,700,125,120,90,170,100,95,FALSE,Uber
Keldeo,647,Water,Fighting,Justified,,,106.9,580,91,72,90,129,90,108,FALSE,UU
Keldeo-Resolute,647.1,Water,Fighting,Justified,,,106.9,580,91,72,90,129,90,108,FALSE,OU
Meloetta-Aria,648,Normal,Psychic,Serene Grace,,,14.3,600,100,77,77,128,128,90,FALSE,UU
Meloetta-Pirouette,648.1,Normal,Fighting,Serene Grace,,,14.3,600,100,128,90,77,77,128,FALSE,UU
Genesect,649,Bug,Steel,Download,,,181.9,600,71,120,95,120,95,99,FALSE,Uber
Chespin,650,Grass,,Overgrow,,Bulletproof,19.8,313,56,61,65,48,45,38,FALSE,PU
Quilladin,651,Grass,,Overgrow,,Bulletproof,63.9,405,61,78,95,56,58,57,FALSE,PU
Chesnaught,652,Grass,Fighting,Overgrow,,Bulletproof,198.4,530,88,107,122,74,75,64,FALSE,UU
Fennekin,653,Fire,,Blaze,,Magician,20.7,307,40,45,40,62,60,60,FALSE,PU
Braixen,654,Fire,,Blaze,,Magician,32,409,59,59,58,90,70,73,FALSE,PU
Delphox,655,Fire,Psychic,Blaze,,Magician,86,534,75,69,72,114,100,104,FALSE,NU
Froakie,656,Water,,Torrent,,Protean,15.4,314,41,56,40,62,44,71,TRUE,PU
Frogadier,657,Water,,Torrent,,Protean,24,405,54,63,52,83,56,97,TRUE,PU
Greninja,658,Water,Dark,Torrent,,Protean,88.2,530,72,95,67,103,71,122,TRUE,OU
Ash-Greninja,658.1,Water,Dark,Battle Bond,,,88.2,640,72,145,67,153,71,132,FALSE,OU
Bunnelby,659,Normal,,Pickup,Cheek Pouch,Huge Power,11,237,38,36,38,32,36,57,FALSE,PU
Diggersby,660,Normal,Ground,Pickup,Cheek Pouch,Huge Power,93.5,423,85,56,77,50,77,78,FALSE,UU
Fletchling,661,Normal,Flying,Big Pecks,,Gale Wings,3.7,278,45,50,43,40,38,62,TRUE,PU
Fletchinder,662,Fire,Flying,Flame Body,,Gale Wings,35.3,382,62,73,55,56,52,84,TRUE,PU
Talonflame,663,Fire,Flying,Flame Body,,Gale Wings,54,499,78,81,71,74,69,126,TRUE,UU
Scatterbug,664,Bug,,Shield Dust,Compound Eyes,Friend Guard,5.5,200,38,35,40,27,25,35,TRUE,PU
Spewpa,665,Bug,,Shed Skin,,Friend Guard,18.5,213,45,22,60,27,30,29,TRUE,PU
Vivillon,666,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,37.5,411,80,52,50,90,50,89,TRUE,PU
Litleo,667,Fire,Normal,Rivalry,Unnerve,Moxie,29.8,369,62,50,58,73,54,72,TRUE,PU
Pyroar,668,Fire,Normal,Rivalry,Unnerve,Moxie,179.7,507,86,68,72,109,66,106,TRUE,PU
Flabébé,669,Fairy,,Flower Veil,,Symbiosis,0.2,303,44,38,39,61,79,42,TRUE,PU
Floette,670,Fairy,,Flower Veil,,Symbiosis,2,371,54,45,47,75,98,52,TRUE,PU
Florges,671,Fairy,,Flower Veil,,Symbiosis,22,552,78,65,68,112,154,75,TRUE,RU
Skiddo,672,Grass,,Sap Sipper,,Grass Pelt,68.3,350,66,65,48,62,57,52,TRUE,PU
Gogoat,673,Grass,,Sap Sipper,,Grass Pelt,200.6,531,123,100,62,97,81,68,TRUE,PU
Pancham,674,Fighting,,Iron Fist,Mold Breaker,Scrappy,17.6,348,67,82,62,46,48,43,FALSE,PU
Pangoro,675,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,299.8,495,95,124,78,69,71,58,FALSE,RU
Furfrou,676,Normal,,Fur Coat,,,61.7,472,75,80,60,65,90,102,FALSE,PU
Espurr,677,Psychic,,Keen Eye,Infiltrator,Own Tempo,7.7,355,62,48,54,63,60,68,FALSE,PU
Meowstic-Male,678,Psychic,,Keen Eye,Infiltrator,Prankster,18.7,466,74,48,76,83,81,104,FALSE,PU
Meowstic-Female,678.1,Psychic,,Keen Eye,Infiltrator,Competitive,18.7,466,74,48,76,83,81,104,FALSE,PU
Honedge,679,Steel,Ghost,No Guard,,,4.4,325,45,80,100,35,37,28,FALSE,PU
Doublade,680,Steel,Ghost,No Guard,,,9.9,448,59,110,150,45,49,35,FALSE,PU
Aegislash-Blade,681,Steel,Ghost,Stance Change,,,116.8,500,60,140,50,140,50,60,FALSE,OU
Aegislash-Shield,681.1,Steel,Ghost,Stance Change,,,116.8,500,60,50,140,50,140,60,FALSE,OU
Spritzee,682,Fairy,,Healer,,Aroma Veil,1.1,341,78,52,60,63,65,23,FALSE,PU
Aromatisse,683,Fairy,,Healer,,Aroma Veil,34.2,462,101,72,72,99,89,29,FALSE,PU
Swirlix,684,Fairy,,Sweet Veil,,Unburden,7.7,341,62,48,66,59,57,49,FALSE,PU
Slurpuff,685,Fairy,,Sweet Veil,,Unburden,11,480,82,80,86,85,75,72,FALSE,RU
Inkay,686,Dark,Psychic,Contrary,Suction Cups,Infiltrator,7.7,288,53,54,53,37,46,45,FALSE,PU
Malamar,687,Dark,Psychic,Contrary,Suction Cups,Infiltrator,103.6,482,86,92,88,68,75,73,FALSE,PU
Binacle,688,Rock,Water,Tough Claws,Sniper,Pickpocket,68.3,306,42,52,67,39,56,50,FALSE,PU
Barbaracle,689,Rock,Water,Tough Claws,Sniper,Pickpocket,211.6,500,72,105,115,54,86,68,FALSE,RU
Skrelp,690,Poison,Water,Poison Point,Poison Touch,Adaptability,16.1,320,50,60,60,60,60,30,TRUE,PU
Dragalge,691,Poison,Dragon,Poison Point,Poison Touch,Adaptability,179.7,494,65,75,90,97,123,44,TRUE,RU
Clauncher,692,Water,,Mega Launcher,,,18.3,330,50,53,62,58,63,44,TRUE,PU
Clawitzer,693,Water,,Mega Launcher,,,77.8,500,71,73,88,120,89,59,TRUE,NU
Helioptile,694,Electric,Normal,Dry Skin,Sand Veil,Solar Power,13.2,289,44,38,33,61,43,70,FALSE,PU
Heliolisk,695,Electric,Normal,Dry Skin,Sand Veil,Solar Power,46.3,481,62,55,52,109,94,109,FALSE,NU
Tyrunt,696,Rock,Dragon,Strong Jaw,,Sturdy,57.3,362,58,89,77,45,45,48,FALSE,PU
Tyrantrum,697,Rock,Dragon,Strong Jaw,,Rock Head,595.2,521,82,121,119,69,59,71,FALSE,NU
Amaura,698,Rock,Ice,Refrigerate,,Snow Warning,55.6,362,77,59,50,67,63,46,FALSE,PU
Aurorus,699,Rock,Ice,Refrigerate,,Snow Warning,496,521,123,77,72,99,92,58,FALSE,PU
Sylveon,700,Fairy,,Cute Charm,,Pixilate,51.8,525,95,65,65,110,130,60,TRUE,RU
Hawlucha,701,Fighting,Flying,Limber,Unburden,Mold Breaker,47.4,500,78,92,75,74,63,118,TRUE,UU
Dedenne,702,Electric,Fairy,Cheek Pouch,Pickup,Plus,4.9,431,67,58,57,81,67,101,TRUE,PU
Carbink,703,Rock,Fairy,Clear Body,,Sturdy,12.6,500,50,50,150,50,150,50,FALSE,PU
Goomy,704,Dragon,,Sap Sipper,Hydration,Gooey,6.2,300,45,50,35,55,75,40,TRUE,PU
Sliggoo,705,Dragon,,Sap Sipper,Hydration,Gooey,38.6,452,68,75,53,83,113,60,TRUE,PU
HisuianSliggoo,705.1,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,151,452,58,75,83,83,113,40,FALSE,
Goodra,706,Dragon,,Sap Sipper,Hydration,Gooey,331.8,600,90,100,70,110,150,80,TRUE,RU
HisuianGoodra,706.1,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,736.6,600,80,100,100,110,150,60,FALSE,
Klefki,707,Steel,Fairy,Prankster,,Magician,6.6,470,57,80,91,80,87,75,TRUE,RU
Phantump,708,Ghost,Grass,Natural Cure,Frisk,Harvest,15.4,309,43,70,48,50,60,38,FALSE,PU
Trevenant,709,Ghost,Grass,Natural Cure,Frisk,Harvest,156.5,474,85,110,76,65,82,56,FALSE,PU
Pumpkaboo-SmallSize,710,Ghost,Grass,Pickup,Frisk,Insomnia,7.7,335,44,66,70,44,55,56,FALSE,PU
Pumpkaboo-AverageSize,710.1,Ghost,Grass,Pickup,Frisk,Insomnia,11,335,49,66,70,44,55,51,FALSE,PU
Pumpkaboo-LargeSize,710.2,Ghost,Grass,Pickup,Frisk,Insomnia,16.5,335,54,66,70,44,55,46,FALSE,PU
Pumpkaboo-SuperSize,710.3,Ghost,Grass,Pickup,Frisk,Insomnia,33.1,335,59,66,70,44,55,41,FALSE,PU
Gourgeist-SmallSize,711,Ghost,Grass,Pickup,Frisk,Insomnia,20.9,494,55,85,122,58,75,99,FALSE,PU
Gourgeist-AverageSize,711.1,Ghost,Grass,Pickup,Frisk,Insomnia,27.6,494,65,90,122,58,75,84,FALSE,PU
Gourgeist-LargeSize,711.2,Ghost,Grass,Pickup,Frisk,Insomnia,30.9,494,75,95,122,58,75,69,FALSE,PU
Gourgeist-SuperSize,711.3,Ghost,Grass,Pickup,Frisk,Insomnia,86,494,85,100,122,58,75,54,FALSE,PU
Bergmite,712,Ice,,Own Tempo,Ice Body,Sturdy,219.4,304,55,69,85,32,35,28,TRUE,PU
Avalugg,713,Ice,,Own Tempo,Ice Body,Sturdy,1113.3,514,95,117,184,44,46,28,TRUE,RU
HisuianAvalugg,713.1,Ice,Rock,Strong Jaw,Ice Body,Sturdy,578.5,514,95,127,184,34,36,38,FALSE,
Noibat,714,Flying,Dragon,Frisk,Infiltrator,Telepathy,17.6,245,40,30,35,45,40,55,TRUE,PU
Noivern,715,Flying,Dragon,Frisk,Infiltrator,Telepathy,176.4,535,85,70,80,97,80,123,TRUE,UU
Xerneas,716,Fairy,,Fairy Aura,,,474,680,126,131,95,131,98,99,FALSE,Uber
Yveltal,717,Dark,Flying,Dark Aura,,,447.5,680,126,131,95,131,98,99,FALSE,Uber
Zygarde-50%,718,Dragon,Ground,Power Construct,Aura Break,,672.4,600,108,100,121,81,95,95,FALSE,Uber
Zygarde-10%,718.1,Dragon,Ground,Power Construct,Aura Break,,73.9,486,54,100,71,61,85,115,FALSE,UU
Zygarde-Complete,718.2,Dragon,Ground,Power Construct,,,1344.8,708,216,100,121,91,95,85,FALSE,Uber
Diancie,719,Rock,Fairy,Clear Body,,,19.4,600,50,100,150,100,150,50,FALSE,NU
MegaDiancie,719.1,Rock,Fairy,Magic Bounce,,,61.3,700,50,160,110,160,110,110,FALSE,OU
Hoopa-Confined,720,Psychic,Ghost,Magician,,,19.8,600,80,110,60,150,130,70,FALSE,RU
Hoopa-Unbound,720.1,Psychic,Dark,Magician,,,1080.3,680,80,160,60,170,130,80,FALSE,OU
Volcanion,721,Fire,Water,Water Absorb,,,429.9,600,80,110,120,130,90,70,FALSE,OU
Rowlet,722,Grass,Flying,Overgrow,,Long Reach,3.3,320,68,55,55,50,50,42,TRUE,PU
Dartrix,723,Grass,Flying,Overgrow,,Long Reach,35.3,420,78,75,75,70,70,52,TRUE,PU
Decidueye,724,Grass,Ghost,Overgrow,,Long Reach,80.7,530,78,107,75,100,100,70,TRUE,NU
HisuianDecidueye,724.1,Grass,Fighting,Overgrow,,Scrappy,81.6,530,88,112,80,95,95,60,FALSE,
Litten,725,Fire,,Blaze,,Intimidate,9.5,320,45,65,40,60,40,70,FALSE,PU
Torracat,726,Fire,,Blaze,,Intimidate,55.1,420,65,85,50,80,50,90,FALSE,PU
Incineroar,727,Fire,Dark,Blaze,,Intimidate,183,530,95,115,90,80,90,60,FALSE,RU
Popplio,728,Water,,Torrent,,Liquid Voice,16.5,320,50,54,54,66,56,40,FALSE,PU
Brionne,729,Water,,Torrent,,Liquid Voice,38.6,420,60,69,69,91,81,50,FALSE,PU
Primarina,730,Water,Fairy,Torrent,,Liquid Voice,97,530,80,74,74,126,116,60,FALSE,UU
Pikipek,731,Normal,Flying,Keen Eye,Skill Link,Pickup,2.6,265,35,75,30,30,30,65,FALSE,PU
Trumbeak,732,Normal,Flying,Keen Eye,Skill Link,Pickup,32.6,355,55,85,50,40,50,75,FALSE,PU
Toucannon,733,Normal,Flying,Keen Eye,Skill Link,Sheer Force,57.3,485,80,120,75,75,75,60,FALSE,PU
Yungoos,734,Normal,,Stakeout,Strong Jaw,Adaptability,13.2,253,48,70,30,30,30,45,TRUE,PU
Gumshoos,735,Normal,,Stakeout,Strong Jaw,Adaptability,31.3,418,88,110,60,55,60,45,TRUE,PU
Grubbin,736,Bug,,Swarm,,,9.7,300,47,62,45,55,45,46,FALSE,PU
Charjabug,737,Bug,Electric,Battery,,,23.1,400,57,82,95,55,75,36,FALSE,PU
Vikavolt,738,Bug,Electric,Levitate,,,99.2,500,77,70,90,145,75,43,FALSE,PU
Crabrawler,739,Fighting,,Hyper Cutter,Iron Fist,Anger Point,15.4,338,47,82,57,42,47,63,TRUE,PU
Crabominable,740,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,396.8,478,97,132,77,62,67,43,TRUE,PU
Oricorio-Pom-Pom,741,Electric,Flying,Dancer,,,7.5,476,75,70,70,98,70,93,FALSE,RU
Oricorio-Baile,741.1,Fire,Flying,Dancer,,,7.5,476,75,70,70,98,70,93,FALSE,NU
Oricorio-Sensu,741.2,Ghost,Flying,Dancer,,,7.5,476,75,70,70,98,70,93,FALSE,RU
Oricorio-Pa'u,741.3,Psychic,Flying,Dancer,,,7.5,476,75,70,70,98,70,93,FALSE,PU
Cutiefly,742,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,0.4,304,40,45,40,55,40,84,FALSE,PU
Ribombee,743,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,1.1,464,60,55,60,95,70,124,FALSE,PU
Rockruff,744,Rock,,Keen Eye,Vital Spirit,Steadfast,20.3,280,45,65,40,30,40,60,TRUE,PU
Lycanroc-Midday,745,Rock,,Keen Eye,Sand Rush,Steadfast,55.1,487,75,115,65,55,65,112,TRUE,NU
Lycanroc-Dusk,745.1,Rock,,Tough Claws,,,55.1,487,75,117,65,55,65,110,TRUE,UU
Lycanroc-Midnight,745.2,Rock,,Keen Eye,Vital Spirit,No Guard,55.1,487,85,115,75,55,75,82,TRUE,PU
Wishiwashi-Solo,746,Water,,Schooling,,,0.7,175,45,20,20,25,25,40,FALSE,PU
Wishiwashi-School,746.1,Water,,Schooling,,,173.3,620,45,140,130,140,135,30,FALSE,PU
Mareanie,747,Poison,Water,Merciless,Limber,Regenerator,17.6,305,50,53,62,43,52,45,TRUE,PU
Toxapex,748,Poison,Water,Merciless,Limber,Regenerator,32,495,50,63,152,53,142,35,TRUE,OU
Mudbray,749,Ground,,Own Tempo,Stamina,Inner Focus,242.5,385,70,100,70,45,55,45,TRUE,PU
Mudsdale,750,Ground,,Own Tempo,Stamina,Inner Focus,2028.3,500,100,125,100,55,85,35,TRUE,RU
Dewpider,751,Water,Bug,Water Bubble,,Water Absorb,8.8,269,38,40,52,40,72,27,FALSE,PU
Araquanid,752,Water,Bug,Water Bubble,,Water Absorb,180.8,454,68,70,92,50,132,42,FALSE,NU
Fomantis,753,Grass,,Leaf Guard,,Contrary,3.3,250,40,55,35,50,35,35,TRUE,PU
Lurantis,754,Grass,,Leaf Guard,,Contrary,40.8,480,70,105,90,80,90,45,TRUE,NU
Morelull,755,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,3.3,285,40,35,55,65,75,15,FALSE,PU
Shiinotic,756,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,25.4,405,60,45,80,90,100,30,FALSE,PU
Salandit,757,Poison,Fire,Corrosion,,Oblivious,10.6,320,48,44,40,71,40,77,TRUE,PU
Salazzle,758,Poison,Fire,Corrosion,,Oblivious,48.9,480,68,64,60,111,60,117,TRUE,RU
Stufful,759,Normal,Fighting,Fluffy,Klutz,Cute Charm,15,340,70,75,50,45,50,50,FALSE,PU
Bewear,760,Normal,Fighting,Fluffy,Klutz,Unnerve,297.6,500,120,125,80,55,60,60,FALSE,RU
Bounsweet,761,Grass,,Leaf Guard,Oblivious,Sweet Veil,7.1,210,42,30,38,30,38,32,TRUE,PU
Steenee,762,Grass,,Leaf Guard,Oblivious,Sweet Veil,18.1,290,52,40,48,40,48,62,TRUE,PU
Tsareena,763,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,47.2,510,72,120,98,50,98,72,TRUE,UU
Comfey,764,Fairy,,Flower Veil,Triage,Natural Cure,0.7,485,51,52,90,82,110,100,FALSE,PU
Oranguru,765,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,167.6,490,90,60,80,90,110,60,TRUE,PU
Passimian,766,Fighting,,Receiver,,Defiant,182.5,490,100,120,90,40,60,80,TRUE,NU
Wimpod,767,Bug,Water,Wimp Out,,,26.5,230,25,35,40,20,30,80,FALSE,PU
Golisopod,768,Bug,Water,Emergency Exit,,,238.1,530,75,125,140,60,90,40,FALSE,RU
Sandygast,769,Ghost,Ground,Water Compaction,,Sand Veil,154.3,320,55,55,80,70,45,15,TRUE,PU
Palossand,770,Ghost,Ground,Water Compaction,,Sand Veil,551.2,480,85,75,110,100,75,35,TRUE,RU
Pyukumuku,771,Water,,Innards Out,,Unaware,2.6,410,55,60,130,30,130,5,FALSE,PU
Type:Null,772,Normal,,Battle Armor,,,265.7,534,95,95,95,95,95,59,FALSE,PU
Silvally,773,Normal,,RKS System,,,221.6,570,95,95,95,95,95,95,FALSE,PU
Minior-Core,774,Rock,Flying,Shields Down,,,0.7,500,60,100,60,100,60,120,FALSE,NU
Minior-Meteor,774.1,Rock,Flying,Shields Down,,,88.2,440,60,60,100,60,100,60,FALSE,NU
Komala,775,Normal,,Comatose,,,43.9,480,65,115,65,75,95,65,TRUE,RU
Turtonator,776,Fire,Dragon,Shell Armor,,,467.4,485,60,78,135,91,85,36,FALSE,PU
Togedemaru,777,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,7.3,435,65,98,63,40,73,96,FALSE,PU
Mimikyu,778,Ghost,Fairy,Disguise,,,1.5,476,55,90,80,50,105,96,TRUE,UU
Bruxish,779,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,41.9,475,68,105,70,70,70,92,TRUE,NU
Drampa,780,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,407.9,485,78,60,85,135,91,36,FALSE,NU
Dhelmise,781,Ghost,Grass,Steelworker,,,463.9,517,70,131,100,86,90,40,FALSE,NU
Jangmo-o,782,Dragon,,Bulletproof,Soundproof,Overcoat,65.5,300,45,55,65,45,45,45,FALSE,PU
Hakamo-o,783,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,103.6,420,55,75,90,65,70,65,FALSE,PU
Kommo-o,784,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,172.4,600,75,110,125,100,105,85,FALSE,OU
TapuKoko,785,Electric,Fairy,Electric Surge,,Telepathy,45.2,570,70,115,85,95,75,130,FALSE,OU
TapuLele,786,Psychic,Fairy,Psychic Surge,,Telepathy,41,570,70,85,75,130,115,95,FALSE,OU
TapuBulu,787,Grass,Fairy,Grassy Surge,,Telepathy,100.3,570,70,130,115,85,95,75,FALSE,UU
TapuFini,788,Water,Fairy,Misty Surge,,Telepathy,46.7,570,70,75,115,95,130,85,FALSE,OU
Cosmog,789,Psychic,,Unaware,,,0.2,200,43,29,31,29,31,37,FALSE,PU
Cosmoem,790,Psychic,,Sturdy,,,2204.4,400,43,29,131,29,131,37,FALSE,PU
Solgaleo,791,Psychic,Steel,Full Metal Body,,,507.1,680,137,137,107,113,89,97,FALSE,Uber
Lunala,792,Psychic,Ghost,Shadow Shield,,,264.6,680,137,113,89,137,107,97,FALSE,Uber
Nihilego,793,Rock,Poison,Beast Boost,,,122.4,570,109,53,47,127,131,103,FALSE,UU
Buzzwole,794,Bug,Fighting,Beast Boost,,,727.5,570,107,139,139,53,53,79,FALSE,OU
Pheromosa,795,Bug,Fighting,Beast Boost,,,55.1,570,71,137,37,137,37,151,FALSE,Uber
Xurkitree,796,Electric,,Beast Boost,,,220.5,570,83,89,71,173,71,83,FALSE,RU
Celesteela,797,Steel,Flying,Beast Boost,,,2204.4,570,97,101,103,107,101,61,FALSE,UU
Kartana,798,Grass,Steel,Beast Boost,,,0.2,570,59,181,131,59,31,109,FALSE,OU
Guzzlord,799,Dark,Dragon,Beast Boost,,,1957.7,570,223,101,53,97,53,43,FALSE,NU
Necrozma,800,Psychic,,Prism Armor,,,507.1,600,97,107,101,127,89,79,FALSE,UU
DuskManeNecrozma,800.1,Psychic,Steel,Prism Armor,,,1014.1,680,97,157,127,113,109,77,FALSE,Uber
DawnWingsNecrozma,800.2,Psychic,Ghost,Prism Armor,,,771.6,680,97,113,109,157,127,77,FALSE,Uber
UltraNecrozma,800.3,Psychic,Dragon,Neuroforce,,,507.1,754,97,167,97,167,97,129,FALSE,Uber
Magearna,801,Steel,Fairy,Soul-Heart,,,177.5,600,80,95,115,130,115,65,FALSE,Uber
Marshadow,802,Fighting,Ghost,Technician,,,48.9,600,90,125,80,90,90,125,FALSE,Uber
Poipole,803,Poison,,Beast Boost,,,4,420,67,73,67,73,67,73,FALSE,PU
Naganadel,804,Poison,Dragon,Beast Boost,,,330.7,540,73,73,73,127,73,121,FALSE,Uber
Stakataka,805,Rock,Steel,Beast Boost,,,1807.8,570,61,131,211,53,101,13,FALSE,NU
Blacephalon,806,Fire,Ghost,Beast Boost,,,28.7,570,53,127,53,151,79,107,FALSE,OU
Zeraora,807,Electric,,Volt Absorb,,,98.1,600,88,112,75,102,80,143,FALSE,OU
Meltan,808,Steel,,Magnet Pull,,,17.6,300,46,65,65,55,35,34,FALSE,PU
Melmetal,809,Steel,,Iron Fist,,,1763.7,600,135,143,143,80,65,34,FALSE,OU
Grookey,810,Grass,,Overgrow,,Grassy Surge,11,310,50,65,50,40,40,65,FALSE,PU
Thwackey,811,Grass,,Overgrow,,Grassy Surge,30.9,420,70,85,70,55,60,80,FALSE,PU
Rillaboom,812,Grass,,Overgrow,,Grassy Surge,198.4,530,100,125,90,60,70,85,FALSE,OU
Scorbunny,813,Fire,,Blaze,,Libero,9.9,310,50,71,40,40,40,69,TRUE,PU
Raboot,814,Fire,,Blaze,,Libero,19.8,420,65,86,60,55,60,94,TRUE,PU
Cinderace,815,Fire,,Blaze,,Libero,72.8,530,80,116,75,65,75,119,TRUE,OU
Sobble,816,Water,,Torrent,,Sniper,8.8,310,50,40,40,70,40,70,FALSE,PU
Drizzile,817,Water,,Torrent,,Sniper,25.4,420,65,60,55,95,55,90,FALSE,PU
Inteleon,818,Water,,Torrent,,Sniper,99.6,530,70,85,65,125,65,120,FALSE,NU
Skwovet,819,Normal,,Cheek Pouch,,Gluttony,5.5,275,70,55,55,35,35,25,TRUE,PU
Greedent,820,Normal,,Cheek Pouch,,Gluttony,13.2,460,120,95,95,55,75,20,TRUE,PU
Rookidee,821,Flying,,Keen Eye,Unnerve,Big Pecks,4,245,38,47,35,33,35,57,TRUE,PU
Corvisquire,822,Flying,,Keen Eye,Unnerve,Big Pecks,35.3,365,68,67,55,43,55,77,TRUE,PU
Corviknight,823,Flying,Steel,Pressure,Unnerve,Mirror Armor,165.3,495,98,87,105,53,85,67,TRUE,OU
Blipbug,824,Bug,,Swarm,Compound Eyes,Telepathy,17.6,180,25,20,20,25,45,45,FALSE,PU
